id,lat,lon
256,55.666667,12.583333
257,55.666667,12.583333
258,55.666667,12.583333
259,None,None
260,55.666667,12.583333
261,55.033239,10.643607
262,55.666667,12.583333
263,56.791688,8.849895
264,56.386069,10.758260
265,56.563814,9.040245
266,54.837343,11.128390
267,None,None
268,None,None
269,None,None
270,None,None
271,None,None
272,55.666667,12.583333
273,55.666667,12.583333
274,55.933333,12.316667
275,55.666667,12.583333
276,56.981502,9.639167
277,None,None
278,None,None
279,None,None
280,56.791688,8.849895
281,None,None
282,None,None
283,55.666667,12.583333
284,55.666667,12.583333
285,55.666667,12.583333
286,55.666667,12.583333
287,55.678467,12.522092
288,55.730207,12.509814
289,55.666667,12.583333
290,None,None
291,55.666667,12.583333
292,55.666667,12.583333
293,55.666667,12.583333
294,None,None
295,55.666667,12.583333
296,55.730207,12.509814
297,55.666667,12.583333
298,55.575781,9.761693
299,56.153423,10.225530
300,55.666667,12.583333
301,55.666667,12.583333
302,None,None
303,None,None
304,55.813244,9.527503
305,55.964460,10.552971
306,55.971524,12.373709
307,56.170146,9.565162
308,55.666667,12.583333
309,55.393475,10.394935
310,55.393475,10.394935
311,56.252693,10.024525
312,55.646202,12.636435
313,55.635239,12.648948
314,None,None
315,55.666667,12.583333
316,55.666667,12.583333
317,56.153423,10.225530
318,55.666667,12.583333
319,None,None
320,55.666667,12.583333
321,55.575781,9.761693
322,56.420962,9.927006
323,55.865675,9.873531
324,None,None
325,55.666667,12.583333
326,None,None
327,56.153423,10.225530
328,57.035498,9.941163
329,55.666667,12.583333
330,55.666667,12.583333
331,55.666667,12.583333
332,None,None
333,55.739009,12.576974
334,55.666667,12.583333
335,None,None
336,None,None
337,56.412850,10.895649
338,56.460704,10.036390
339,57.035498,9.941163
340,56.460704,10.036390
341,55.681984,11.100426
342,55.712670,12.510953
343,55.666667,12.583333
344,None,None
345,55.666667,12.583333
346,56.285809,9.435276
347,55.402719,11.354142
348,55.977212,10.168293
349,56.412850,10.895649
350,55.666667,12.583333
351,55.666667,12.583333
352,None,None
353,55.666667,12.583333
354,55.678467,12.522092
355,55.737973,12.481590
356,55.666667,12.583333
357,55.666667,12.583333
358,55.326574,11.150012
359,55.666667,12.583333
360,55.666667,12.583333
361,55.651014,12.598493
362,55.650000,12.600000
363,55.763999,12.568927
364,55.666667,12.583333
365,None,None
366,None,None
367,None,None
368,55.470276,8.451869
369,55.666667,12.583333
370,None,None
371,None,None
372,55.666667,12.583333
373,55.666667,12.583333
374,None,None
375,55.582474,12.599774
376,56.029377,12.586267
377,None,None
378,56.013984,12.116082
379,None,None
380,55.650000,12.600000
381,55.666667,12.583333
382,55.787983,12.593283
383,55.666667,12.583333
384,55.650000,12.600000
385,54.782641,11.093617
386,None,None
387,55.666667,12.583333
388,None,None
389,None,None
390,55.650000,12.600000
391,55.224898,11.784213
392,55.666667,12.583333
393,None,None
394,55.650000,12.600000
395,55.650000,12.600000
396,None,None
397,55.650000,12.600000
398,55.666667,12.583333
399,55.650000,12.600000
400,55.666667,12.583333
401,55.666667,12.583333
402,55.666667,12.583333
403,55.666667,12.583333
404,55.666667,12.583333
405,55.666667,12.583333
406,56.029377,12.586267
407,None,None
408,55.666667,12.583333
409,56.962451,9.258304
410,55.666667,12.583333
411,55.666667,12.583333
412,55.236314,12.098663
413,56.121959,12.310561
414,None,None
415,55.666667,12.583333
416,None,None
417,None,None
418,None,None
419,55.666667,12.583333
420,56.013984,12.116082
421,55.666667,12.583333
422,55.666667,12.583333
423,55.666667,12.583333
424,None,None
425,55.666667,12.583333
426,56.966383,10.102851
427,55.635239,12.648948
428,55.666667,12.583333
429,55.635239,12.648948
430,None,None
431,55.712670,12.510953
432,56.029377,12.586267
433,None,None
434,None,None
435,56.085410,12.450485
436,55.666667,12.583333
437,57.443803,10.547177
438,55.666667,12.583333
439,55.666667,12.583333
440,55.666667,12.583333
441,56.153423,10.225530
442,57.035498,9.941163
443,56.452820,9.404291
444,55.666667,12.583333
445,None,None
446,55.666667,12.583333
447,55.666667,12.583333
448,56.452820,9.404291
449,55.594566,12.668952
450,None,None
451,55.666667,12.583333
452,56.029377,12.586267
453,55.515162,11.206513
454,55.666667,12.583333
455,55.666667,12.583333
456,55.666667,12.583333
457,None,None
458,55.650000,12.600000
459,56.153423,10.225530
460,None,None
461,57.199838,10.381367
462,55.666667,12.583333
463,55.666667,12.583333
464,55.666667,12.583333
465,56.638115,9.795317
466,55.666667,12.583333
467,55.666667,12.583333
468,55.666667,12.583333
469,55.666667,12.583333
470,55.666667,12.583333
471,55.666667,12.583333
472,55.666667,12.583333
473,55.666667,12.583333
474,None,None
475,None,None
476,55.666667,12.583333
477,55.666667,12.583333
478,55.666667,12.583333
479,None,None
480,None,None
481,55.666667,12.583333
482,55.666667,12.583333
483,55.666667,12.583333
484,55.666667,12.583333
485,None,None
486,55.666667,12.583333
487,56.266078,10.062993
488,None,None
489,56.460704,10.036390
490,55.813244,9.527503
491,None,None
492,55.494131,9.458997
493,55.640094,12.080540
494,56.029377,12.586267
495,None,None
496,None,None
497,55.666667,12.583333
498,None,None
499,55.666667,12.583333
500,56.452820,9.404291
501,55.650000,12.600000
502,None,None
503,None,None
504,55.597441,12.635080
505,55.666667,12.583333
506,None,None
507,55.470276,8.451869
508,55.964460,10.552971
509,55.666667,12.583333
510,None,None
511,55.666667,12.583333
512,None,None
513,55.651014,12.598493
514,55.666667,12.583333
515,None,None
516,55.666667,12.583333
517,55.650000,12.600000
518,None,None
519,None,None
520,55.666667,12.583333
521,56.460704,10.036390
522,56.125326,9.717623
523,55.393475,10.394935
524,55.666667,12.583333
525,56.460704,10.036390
526,56.153423,10.225530
527,None,None
528,55.666667,12.583333
529,55.880980,12.501106
530,55.666667,12.583333
531,55.666667,12.583333
532,55.666667,12.583333
533,56.925142,10.019340
534,55.666597,12.403768
535,56.460704,10.036390
536,55.650292,12.409963
537,55.666667,12.583333
538,None,None
539,56.486241,8.604420
540,55.393475,10.394935
541,55.666667,12.583333
542,55.599486,11.903408
543,55.666667,12.316667
544,55.666667,12.583333
545,55.666667,12.583333
546,56.460704,10.036390
547,None,None
548,55.971524,12.373709
549,55.666667,12.583333
550,None,None
551,None,None
552,55.326574,11.150012
553,55.666667,12.583333
554,55.666667,12.583333
555,55.666667,12.583333
556,55.865675,9.873531
557,55.481170,9.137948
558,55.666667,12.583333
559,56.036323,10.196320
560,55.666667,12.583333
561,55.666667,12.583333
562,55.646202,12.636435
563,55.666667,12.583333
564,55.635239,12.648948
565,None,None
566,56.962451,9.258304
567,55.612505,11.770344
568,None,None
569,55.666667,12.583333
570,54.983333,11.900000
571,None,None
572,55.666667,12.583333
573,None,None
574,55.666667,12.583333
575,55.666667,12.583333
576,55.666667,12.583333
577,55.666667,12.583333
578,55.666667,12.583333
579,55.666667,12.583333
580,55.919280,12.409987
581,55.666667,12.583333
582,None,None
583,56.716731,8.684391
584,55.666667,12.583333
585,55.259264,9.947638
586,56.153423,10.225530
587,55.347847,10.267119
588,55.650000,12.600000
589,56.153423,10.225530
590,55.666667,12.583333
591,56.298563,10.146185
592,None,None
593,None,None
594,55.666667,12.583333
605,55.666667,12.583333
607,55.666667,12.583333
608,57.035498,9.941163
609,55.666667,12.583333
610,55.594566,12.668952
612,None,None
613,None,None
614,56.444985,10.282014
615,55.666667,12.583333
616,55.666667,12.583333
617,55.666667,12.583333
618,54.987043,12.284609
619,55.666667,12.583333
620,54.987043,12.284609
621,54.987043,12.284609
622,57.033102,9.981496
624,55.666667,12.583333
625,None,None
626,None,None
627,None,None
628,55.666667,12.583333
629,None,None
630,None,None
631,55.575781,9.761693
632,56.151341,9.480277
633,55.326574,11.150012
634,55.666667,12.583333
635,55.666667,12.583333
636,55.666667,12.583333
637,55.666667,12.583333
638,55.666667,12.583333
639,55.666667,12.583333
640,55.650000,12.600000
642,None,None
643,None,None
644,None,None
645,55.725925,12.470215
646,None,None
647,57.035498,9.941163
648,57.035498,9.941163
649,55.470276,8.451869
650,56.153423,10.225530
651,55.666667,12.583333
652,55.666667,12.583333
653,57.199838,10.381367
654,55.666667,12.583333
655,56.249553,9.324402
656,55.666667,12.583333
657,None,None
658,55.170705,10.357888
659,None,None
660,None,None
661,None,None
662,None,None
663,55.666667,12.583333
664,55.666667,12.583333
665,55.666667,12.583333
666,55.666667,12.583333
667,55.666667,12.583333
668,55.666667,12.583333
669,55.666667,12.583333
670,55.666667,12.583333
671,55.666667,12.583333
672,55.666667,12.583333
673,55.666667,12.583333
674,57.035498,9.941163
675,None,None
676,55.252434,9.489315
677,None,None
678,None,None
679,55.666667,12.583333
680,55.865675,9.873531
681,55.678467,12.522092
682,55.246862,12.117637
683,56.267033,8.241984
684,55.666667,12.583333
685,56.334529,10.381868
686,56.403613,8.754611
687,55.708391,9.542763
688,55.481170,9.137948
689,57.271919,9.698002
690,55.666667,12.583333
691,None,None
692,56.848750,8.490016
693,55.666667,12.583333
694,55.666667,12.583333
695,55.708391,9.542763
696,56.025456,8.387868
697,56.791688,8.849895
698,55.666667,12.583333
699,55.666667,12.583333
700,55.650000,12.600000
701,55.666667,12.583333
702,56.000000,12.566667
703,57.160353,10.292870
704,None,None
706,55.587057,11.654125
707,None,None
708,55.666667,12.583333
709,55.666667,12.583333
710,55.666667,12.583333
711,None,None
712,None,None
713,None,None
714,None,None
715,55.666667,12.583333
716,55.666667,12.583333
717,55.666667,12.583333
718,55.326574,11.150012
719,55.393475,10.394935
720,None,None
721,None,None
722,55.773410,12.130963
723,55.326574,11.150012
724,55.666667,12.583333
725,55.666667,12.583333
726,55.651014,12.598493
727,55.666667,12.583333
728,55.164984,14.968167
729,None,None
730,None,None
731,None,None
732,55.646202,12.636435
733,55.100907,14.706636
734,55.594566,12.668952
735,55.666667,12.583333
736,None,None
737,None,None
738,55.636126,12.601947
739,55.597441,12.635080
740,None,None
741,None,None
742,55.100907,14.706636
743,55.666667,12.583333
744,55.738147,9.746023
745,55.666667,12.583333
746,55.666667,12.583333
747,55.666667,12.583333
748,55.666667,12.583333
749,55.666667,12.583333
750,55.666667,12.583333
751,55.100907,14.706636
752,55.597441,12.635080
753,None,None
754,None,None
755,55.582474,12.599774
756,None,None
757,55.666667,12.583333
758,55.666667,12.583333
759,55.666667,12.583333
760,55.666667,12.583333
761,None,None
762,55.666667,12.583333
763,55.666667,12.583333
764,55.666667,12.583333
765,55.048789,14.844448
766,None,None
767,55.666667,12.583333
768,55.666667,12.583333
769,56.153423,10.225530
770,55.791587,12.145033
771,None,None
772,None,None
773,55.666667,12.583333
774,None,None
775,55.666667,12.583333
776,55.650000,12.600000
777,55.666667,12.583333
778,57.529473,9.949560
779,55.650000,12.600000
780,55.666667,12.583333
781,None,None
782,None,None
783,55.650000,12.600000
784,55.636126,12.601947
785,55.787983,12.593283
786,55.597441,12.635080
787,55.666667,12.583333
788,55.650000,12.600000
789,55.839465,12.544316
790,55.666667,12.583333
791,None,None
792,54.836453,11.483058
793,55.164984,14.968167
794,55.650000,12.600000
795,55.651014,12.598493
796,55.650000,12.600000
797,55.646202,12.636435
798,55.582474,12.599774
799,55.666667,12.583333
800,54.782641,11.093617
801,55.666667,12.583333
802,55.651014,12.598493
803,55.650000,12.600000
805,None,None
806,None,None
807,55.666667,12.583333
808,None,None
809,57.238978,10.106565
810,None,None
811,55.666667,12.583333
812,55.650000,12.600000
813,55.651014,12.598493
814,55.666667,12.583333
815,55.666667,12.583333
816,55.855443,11.967863
817,55.666667,12.583333
818,55.678467,12.522092
819,55.865675,9.873531
820,None,None
821,55.666667,12.583333
822,55.666667,12.583333
823,55.650000,12.600000
824,55.651014,12.598493
825,55.666667,12.583333
826,None,None
827,None,None
828,55.666667,12.583333
829,55.666667,12.583333
830,55.107683,14.745395
831,None,None
832,55.666667,12.583333
833,55.678467,12.522092
834,55.666667,12.583333
835,55.666667,12.583333
836,None,None
837,55.666667,12.583333
838,None,None
839,55.666667,12.583333
840,56.412850,10.895649
841,None,None
842,55.666667,12.583333
843,55.807173,9.647769
844,55.651014,12.598493
845,55.847286,12.568859
846,55.666667,12.583333
847,55.666667,12.583333
848,55.666667,12.583333
849,56.460704,10.036390
850,55.666667,12.583333
851,55.470276,8.451869
852,55.666667,12.583333
853,55.666667,12.583333
855,55.666667,12.583333
856,None,None
857,None,None
858,None,None
859,55.768330,9.972680
860,55.666667,12.583333
861,55.666667,12.583333
862,55.666667,12.583333
863,55.666667,12.583333
864,55.393475,10.394935
865,56.153423,10.225530
866,56.460704,10.036390
867,55.402719,11.354142
868,55.442169,11.621121
869,55.666667,12.583333
870,56.285809,9.435276
871,55.666667,12.583333
873,55.666667,12.583333
874,56.703615,11.545517
875,57.035498,9.941163
876,55.666667,12.583333
877,55.678467,12.522092
878,55.666667,12.583333
879,None,None
880,55.666667,12.583333
881,None,None
882,55.666667,12.583333
883,55.666667,12.583333
884,55.650000,12.600000
885,56.170146,9.565162
886,55.666667,12.583333
887,55.666667,12.583333
888,55.666667,12.583333
889,55.666667,12.583333
890,55.575781,9.761693
891,55.666667,12.583333
892,55.666667,12.583333
893,55.666667,12.583333
894,55.138647,14.761167
895,55.666667,12.583333
896,55.666667,12.583333
897,55.666667,12.583333
898,None,None
899,55.666667,12.583333
900,56.791688,8.849895
901,55.597441,12.635080
902,57.099226,9.295455
903,55.865675,9.873531
904,55.666667,12.583333
905,57.135605,10.258576
906,56.466667,9.500000
907,56.476722,10.504209
908,56.460704,10.036390
909,55.666667,12.583333
910,None,None
911,55.804236,12.124109
912,None,None
913,None,None
914,56.460704,10.036390
915,55.546051,10.106688
916,55.865675,9.873531
917,55.666667,12.583333
918,56.209708,9.744077
919,55.666667,12.583333
920,56.551663,10.298744
921,None,None
922,55.666667,12.583333
923,56.925142,10.019340
924,56.470588,8.548252
925,55.536477,12.009857
926,55.666667,12.583333
927,None,None
928,None,None
929,56.551663,10.298744
930,56.676036,10.062383
931,55.666667,12.583333
932,None,None
933,56.153423,10.225530
934,55.666667,12.583333
935,55.666667,12.583333
936,55.738147,9.746023
937,56.476722,10.504209
938,56.352137,9.338155
939,56.222321,10.700402
940,56.563814,9.040245
941,None,None
942,None,None
943,56.026480,12.280785
944,56.470588,8.548252
945,None,None
946,None,None
947,55.651014,12.598493
948,55.646202,12.636435
949,None,None
950,None,None
951,None,None
952,None,None
953,55.666667,12.583333
954,56.486241,8.604420
955,None,None
956,55.651014,12.598493
957,55.650000,12.600000
958,None,None
959,55.650000,12.600000
960,None,None
961,55.763999,12.568927
962,55.751225,11.960827
963,55.666667,12.583333
964,55.666667,12.583333
965,55.666667,12.583333
966,55.650000,12.600000
967,55.666667,12.583333
968,55.651014,12.598493
969,None,None
970,None,None
971,55.646625,11.142077
972,55.666667,12.583333
973,None,None
974,55.666667,12.583333
975,55.666667,12.583333
976,None,None
977,56.085410,12.450485
978,55.666667,12.583333
979,55.666667,12.583333
980,55.666667,12.583333
981,55.666667,12.583333
982,None,None
983,55.666667,12.583333
984,55.771785,12.505991
985,55.463102,11.794036
986,55.650000,8.683333
987,55.666667,12.583333
988,55.575781,9.761693
989,56.374652,9.393231
990,55.594566,12.668952
991,None,None
992,55.999943,12.509576
993,55.666667,12.583333
994,56.955528,9.776315
995,55.666667,12.583333
996,54.850452,11.666200
997,55.666667,12.583333
998,56.027769,9.888387
999,None,None
1000,55.666667,12.583333
1001,55.666667,12.583333
1002,56.460704,10.036390
1003,55.890518,9.656686
1004,56.019659,12.198974
1005,57.068671,9.836808
1006,None,None
1007,55.959878,8.644447
1008,56.563814,9.040245
1009,55.165133,11.932672
1010,56.958788,8.696409
1011,55.402719,11.354142
1012,None,None
1013,55.776901,9.885671
1014,56.278593,9.825201
1015,55.666667,12.583333
1016,56.153423,10.225530
1017,56.482786,10.160273
1018,55.735108,9.703048
1019,55.708391,9.542763
1020,None,None
1021,55.666667,12.616667
1022,55.999943,12.509576
1023,56.439817,10.745604
